instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,data_level,hr,month_name,weekday_name,season_label,weather_label
12344,2012-06-03,2,1,6,0,0,0,1,0.66,0.6212,0.39,0.2985,276,408,684,hourly,12.0,June,Sunday,Panas,Cerah
12345,2012-06-03,2,1,6,0,0,0,1,0.68,0.6364,0.36,0.2836,265,421,686,hourly,13.0,June,Sunday,Panas,Cerah
12346,2012-06-03,2,1,6,0,0,0,1,0.68,0.6364,0.36,0.3284,267,411,678,hourly,14.0,June,Sunday,Panas,Cerah
12347,2012-06-03,2,1,6,0,0,0,1,0.7,0.6364,0.34,0.0,236,408,644,hourly,15.0,June,Sunday,Panas,Cerah
12348,2012-06-03,2,1,6,0,0,0,1,0.7,0.6364,0.34,0.2985,226,436,662,hourly,16.0,June,Sunday,Panas,Cerah
12349,2012-06-03,2,1,6,0,0,0,1,0.7,0.6364,0.34,0.2537,192,386,578,hourly,17.0,June,Sunday,Panas,Cerah
12350,2012-06-03,2,1,6,0,0,0,1,0.7,0.6364,0.34,0.2537,153,343,496,hourly,18.0,June,Sunday,Panas,Cerah
12351,2012-06-03,2,1,6,0,0,0,1,0.68,0.6364,0.34,0.2836,116,337,453,hourly,19.0,June,Sunday,Panas,Cerah
12352,2012-06-03,2,1,6,0,0,0,1,0.66,0.6212,0.39,0.194,84,230,314,hourly,20.0,June,Sunday,Panas,Cerah
12353,2012-06-03,2,1,6,0,0,0,1,0.62,0.6212,0.43,0.1642,66,180,246,hourly,21.0,June,Sunday,Panas,Cerah
12354,2012-06-03,2,1,6,0,0,0,1,0.62,0.6212,0.5,0.3881,61,165,226,hourly,22.0,June,Sunday,Panas,Cerah
12355,2012-06-03,2,1,6,0,0,0,1,0.58,0.5455,0.53,0.1045,26,82,108,hourly,23.0,June,Sunday,Panas,Cerah
12356,2012-06-04,2,1,6,0,1,1,1,0.58,0.5455,0.53,0.0,11,38,49,hourly,0.0,June,Monday,Panas,Cerah
12357,2012-06-04,2,1,6,0,1,1,3,0.56,0.5303,0.6,0.1642,4,10,14,hourly,1.0,June,Monday,Panas,Hujan/Salju Ringan
12358,2012-06-04,2,1,6,0,1,1,1,0.56,0.5303,0.6,0.2239,1,10,11,hourly,2.0,June,Monday,Panas,Cerah
12359,2012-06-04,2,1,6,0,1,1,2,0.56,0.5303,0.6,0.1642,0,5,5,hourly,3.0,June,Monday,Panas,Berkabut/Berawan
12360,2012-06-04,2,1,6,0,1,1,1,0.54,0.5152,0.64,0.0896,2,6,8,hourly,4.0,June,Monday,Panas,Cerah
12361,2012-06-04,2,1,6,0,1,1,1,0.52,0.5,0.68,0.0,2,33,35,hourly,5.0,June,Monday,Panas,Cerah
12362,2012-06-04,2,1,6,0,1,1,1,0.52,0.5,0.68,0.0,4,135,139,hourly,6.0,June,Monday,Panas,Cerah
12363,2012-06-04,2,1,6,0,1,1,1,0.56,0.5303,0.6,0.2239,13,504,517,hourly,7.0,June,Monday,Panas,Cerah
12364,2012-06-04,2,1,6,0,1,1,1,0.6,0.6212,0.49,0.2239,22,643,665,hourly,8.0,June,Monday,Panas,Cerah
12365,2012-06-04,2,1,6,0,1,1,1,0.62,0.6212,0.43,0.2836,38,244,282,hourly,9.0,June,Monday,Panas,Cerah
12366,2012-06-04,2,1,6,0,1,1,1,0.64,0.6212,0.41,0.4627,67,120,187,hourly,10.0,June,Monday,Panas,Cerah
12367,2012-06-04,2,1,6,0,1,1,1,0.64,0.6212,0.38,0.4925,71,168,239,hourly,11.0,June,Monday,Panas,Cerah
12368,2012-06-04,2,1,6,0,1,1,1,0.64,0.6212,0.41,0.4478,62,220,282,hourly,12.0,June,Monday,Panas,Cerah
12369,2012-06-04,2,1,6,0,1,1,1,0.64,0.6212,0.41,0.3582,85,189,274,hourly,13.0,June,Monday,Panas,Cerah
12370,2012-06-04,2,1,6,0,1,1,1,0.62,0.6212,0.41,0.4925,84,186,270,hourly,14.0,June,Monday,Panas,Cerah
12371,2012-06-04,2,1,6,0,1,1,1,0.66,0.6212,0.39,0.2985,77,215,292,hourly,15.0,June,Monday,Panas,Cerah
12372,2012-06-04,2,1,6,0,1,1,1,0.66,0.6212,0.39,0.4627,73,375,448,hourly,16.0,June,Monday,Panas,Cerah
12373,2012-06-04,2,1,6,0,1,1,1,0.64,0.6212,0.38,0.4478,101,733,834,hourly,17.0,June,Monday,Panas,Cerah
12374,2012-06-04,2,1,6,0,1,1,1,0.64,0.6212,0.38,0.3881,103,719,822,hourly,18.0,June,Monday,Panas,Cerah
12375,2012-06-04,2,1,6,0,1,1,1,0.62,0.6212,0.38,0.4179,91,554,645,hourly,19.0,June,Monday,Panas,Cerah
12376,2012-06-04,2,1,6,0,1,1,1,0.6,0.6212,0.4,0.3582,71,390,461,hourly,20.0,June,Monday,Panas,Cerah
12377,2012-06-04,2,1,6,0,1,1,1,0.58,0.5455,0.49,0.2537,40,225,265,hourly,21.0,June,Monday,Panas,Cerah
12378,2012-06-04,2,1,6,0,1,1,1,0.56,0.5303,0.52,0.2836,41,127,168,hourly,22.0,June,Monday,Panas,Cerah
12379,2012-06-04,2,1,6,0,1,1,1,0.58,0.5455,0.49,0.2985,8,78,86,hourly,23.0,June,Monday,Panas,Cerah
12380,2012-06-05,2,1,6,0,2,1,1,0.54,0.5152,0.68,0.4179,6,28,34,hourly,0.0,June,Tuesday,Panas,Cerah
12381,2012-06-05,2,1,6,0,2,1,2,0.52,0.5,0.77,0.3284,2,18,20,hourly,1.0,June,Tuesday,Panas,Berkabut/Berawan
12382,2012-06-05,2,1,6,0,2,1,3,0.52,0.5,0.72,0.2985,0,8,8,hourly,2.0,June,Tuesday,Panas,Hujan/Salju Ringan
12383,2012-06-05,2,1,6,0,2,1,3,0.5,0.4848,0.82,0.194,0,5,5,hourly,3.0,June,Tuesday,Panas,Hujan/Salju Ringan
12384,2012-06-05,2,1,6,0,2,1,3,0.5,0.4848,0.82,0.194,1,4,5,hourly,4.0,June,Tuesday,Panas,Hujan/Salju Ringan
12385,2012-06-05,2,1,6,0,2,1,3,0.48,0.4697,0.82,0.1642,1,35,36,hourly,5.0,June,Tuesday,Panas,Hujan/Salju Ringan
12386,2012-06-05,2,1,6,0,2,1,1,0.48,0.4697,0.82,0.2537,7,177,184,hourly,6.0,June,Tuesday,Panas,Cerah
12387,2012-06-05,2,1,6,0,2,1,1,0.48,0.4697,0.77,0.2985,29,540,569,hourly,7.0,June,Tuesday,Panas,Cerah
12388,2012-06-05,2,1,6,0,2,1,2,0.48,0.4697,0.77,0.2239,30,680,710,hourly,8.0,June,Tuesday,Panas,Berkabut/Berawan
12389,2012-06-05,2,1,6,0,2,1,2,0.52,0.5,0.72,0.2537,50,285,335,hourly,9.0,June,Tuesday,Panas,Berkabut/Berawan
12390,2012-06-05,2,1,6,0,2,1,2,0.52,0.5,0.63,0.2985,58,118,176,hourly,10.0,June,Tuesday,Panas,Berkabut/Berawan
12391,2012-06-05,2,1,6,0,2,1,2,0.56,0.5303,0.56,0.194,65,162,227,hourly,11.0,June,Tuesday,Panas,Berkabut/Berawan
12392,2012-06-05,2,1,6,0,2,1,2,0.54,0.5152,0.56,0.2239,45,202,247,hourly,12.0,June,Tuesday,Panas,Berkabut/Berawan
12393,2012-06-05,2,1,6,0,2,1,2,0.6,0.6212,0.46,0.1642,66,201,267,hourly,13.0,June,Tuesday,Panas,Berkabut/Berawan
12394,2012-06-05,2,1,6,0,2,1,2,0.58,0.5455,0.46,0.1642,82,194,276,hourly,14.0,June,Tuesday,Panas,Berkabut/Berawan
12395,2012-06-05,2,1,6,0,2,1,2,0.58,0.5455,0.46,0.1343,54,218,272,hourly,15.0,June,Tuesday,Panas,Berkabut/Berawan
12396,2012-06-05,2,1,6,0,2,1,1,0.6,0.6212,0.43,0.194,91,382,473,hourly,16.0,June,Tuesday,Panas,Cerah
12397,2012-06-05,2,1,6,0,2,1,1,0.6,0.6212,0.43,0.0,86,764,850,hourly,17.0,June,Tuesday,Panas,Cerah
12398,2012-06-05,2,1,6,0,2,1,1,0.6,0.6212,0.43,0.194,111,679,790,hourly,18.0,June,Tuesday,Panas,Cerah
12399,2012-06-05,2,1,6,0,2,1,1,0.58,0.5455,0.46,0.2537,68,445,513,hourly,19.0,June,Tuesday,Panas,Cerah
12400,2012-06-05,2,1,6,0,2,1,1,0.56,0.5303,0.49,0.2239,44,371,415,hourly,20.0,June,Tuesday,Panas,Cerah
12401,2012-06-05,2,1,6,0,2,1,1,0.54,0.5152,0.56,0.1642,30,253,283,hourly,21.0,June,Tuesday,Panas,Cerah
12402,2012-06-05,2,1,6,0,2,1,1,0.56,0.5303,0.52,0.1045,22,171,193,hourly,22.0,June,Tuesday,Panas,Cerah
12403,2012-06-05,2,1,6,0,2,1,1,0.54,0.5152,0.56,0.0896,20,93,113,hourly,23.0,June,Tuesday,Panas,Cerah
12404,2012-06-06,2,1,6,0,3,1,1,0.52,0.5,0.59,0.0896,3,46,49,hourly,0.0,June,Wednesday,Panas,Cerah
12405,2012-06-06,2,1,6,0,3,1,1,0.52,0.5,0.68,0.0,6,21,27,hourly,1.0,June,Wednesday,Panas,Cerah
12406,2012-06-06,2,1,6,0,3,1,1,0.5,0.4848,0.68,0.0,4,7,11,hourly,2.0,June,Wednesday,Panas,Cerah
12407,2012-06-06,2,1,6,0,3,1,1,0.46,0.4545,0.82,0.0,0,8,8,hourly,3.0,June,Wednesday,Panas,Cerah
12408,2012-06-06,2,1,6,0,3,1,1,0.46,0.4545,0.82,0.1045,3,7,10,hourly,4.0,June,Wednesday,Panas,Cerah
12409,2012-06-06,2,1,6,0,3,1,1,0.48,0.4697,0.77,0.0,1,37,38,hourly,5.0,June,Wednesday,Panas,Cerah
12410,2012-06-06,2,1,6,0,3,1,1,0.48,0.4697,0.77,0.0,7,165,172,hourly,6.0,June,Wednesday,Panas,Cerah
12411,2012-06-06,2,1,6,0,3,1,1,0.5,0.4848,0.72,0.0,16,531,547,hourly,7.0,June,Wednesday,Panas,Cerah
12412,2012-06-06,2,1,6,0,3,1,1,0.54,0.5152,0.68,0.0,31,637,668,hourly,8.0,June,Wednesday,Panas,Cerah
12413,2012-06-06,2,1,6,0,3,1,1,0.56,0.5303,0.6,0.0896,35,268,303,hourly,9.0,June,Wednesday,Panas,Cerah
12414,2012-06-06,2,1,6,0,3,1,1,0.6,0.6212,0.46,0.0896,55,148,203,hourly,10.0,June,Wednesday,Panas,Cerah
12415,2012-06-06,2,1,6,0,3,1,1,0.62,0.6212,0.43,0.0896,65,161,226,hourly,11.0,June,Wednesday,Panas,Cerah
12416,2012-06-06,2,1,6,0,3,1,1,0.62,0.6212,0.38,0.0,80,235,315,hourly,12.0,June,Wednesday,Panas,Cerah
12417,2012-06-06,2,1,6,0,3,1,1,0.62,0.6212,0.41,0.0896,73,230,303,hourly,13.0,June,Wednesday,Panas,Cerah
12418,2012-06-06,2,1,6,0,3,1,1,0.64,0.6212,0.38,0.0,111,191,302,hourly,14.0,June,Wednesday,Panas,Cerah
12419,2012-06-06,2,1,6,0,3,1,1,0.64,0.6212,0.38,0.0,75,225,300,hourly,15.0,June,Wednesday,Panas,Cerah
12420,2012-06-06,2,1,6,0,3,1,1,0.64,0.6212,0.41,0.1343,107,345,452,hourly,16.0,June,Wednesday,Panas,Cerah
12421,2012-06-06,2,1,6,0,3,1,1,0.62,0.6212,0.43,0.1343,72,652,724,hourly,17.0,June,Wednesday,Panas,Cerah
12422,2012-06-06,2,1,6,0,3,1,3,0.6,0.6212,0.53,0.194,94,688,782,hourly,18.0,June,Wednesday,Panas,Hujan/Salju Ringan
12423,2012-06-06,2,1,6,0,3,1,1,0.56,0.5303,0.73,0.2985,52,486,538,hourly,19.0,June,Wednesday,Panas,Cerah
12424,2012-06-06,2,1,6,0,3,1,1,0.54,0.5152,0.73,0.2836,59,349,408,hourly,20.0,June,Wednesday,Panas,Cerah
12425,2012-06-06,2,1,6,0,3,1,1,0.54,0.5152,0.73,0.1642,38,260,298,hourly,21.0,June,Wednesday,Panas,Cerah
12426,2012-06-06,2,1,6,0,3,1,1,0.52,0.5,0.77,0.0896,27,221,248,hourly,22.0,June,Wednesday,Panas,Cerah
12427,2012-06-06,2,1,6,0,3,1,1,0.52,0.5,0.77,0.0,13,110,123,hourly,23.0,June,Wednesday,Panas,Cerah
12428,2012-06-07,2,1,6,0,4,1,1,0.52,0.5,0.77,0.1343,9,50,59,hourly,0.0,June,Thursday,Panas,Cerah
12429,2012-06-07,2,1,6,0,4,1,1,0.52,0.5,0.77,0.1642,5,17,22,hourly,1.0,June,Thursday,Panas,Cerah
12430,2012-06-07,2,1,6,0,4,1,1,0.52,0.5,0.77,0.0896,0,12,12,hourly,2.0,June,Thursday,Panas,Cerah
12431,2012-06-07,2,1,6,0,4,1,1,0.5,0.4848,0.77,0.1045,0,5,5,hourly,3.0,June,Thursday,Panas,Cerah
12432,2012-06-07,2,1,6,0,4,1,1,0.46,0.4545,0.88,0.1045,0,6,6,hourly,4.0,June,Thursday,Panas,Cerah
12433,2012-06-07,2,1,6,0,4,1,1,0.48,0.4697,0.82,0.0896,0,34,34,hourly,5.0,June,Thursday,Panas,Cerah
12434,2012-06-07,2,1,6,0,4,1,1,0.46,0.4545,0.88,0.1045,5,165,170,hourly,6.0,June,Thursday,Panas,Cerah
12435,2012-06-07,2,1,6,0,4,1,1,0.5,0.4848,0.82,0.1642,20,506,526,hourly,7.0,June,Thursday,Panas,Cerah
12436,2012-06-07,2,1,6,0,4,1,1,0.52,0.5,0.77,0.0,20,661,681,hourly,8.0,June,Thursday,Panas,Cerah
12437,2012-06-07,2,1,6,0,4,1,1,0.58,0.5455,0.68,0.0,37,300,337,hourly,9.0,June,Thursday,Panas,Cerah
12438,2012-06-07,2,1,6,0,4,1,1,0.6,0.6061,0.64,0.0896,56,154,210,hourly,10.0,June,Thursday,Panas,Cerah
12439,2012-06-07,2,1,6,0,4,1,1,0.66,0.6212,0.47,0.2239,67,170,237,hourly,11.0,June,Thursday,Panas,Cerah
12440,2012-06-07,2,1,6,0,4,1,1,0.7,0.6364,0.42,0.0,62,274,336,hourly,12.0,June,Thursday,Panas,Cerah
12441,2012-06-07,2,1,6,0,4,1,1,0.7,0.6364,0.37,0.2836,65,250,315,hourly,13.0,June,Thursday,Panas,Cerah
12442,2012-06-07,2,1,6,0,4,1,1,0.72,0.6515,0.37,0.2537,67,198,265,hourly,14.0,June,Thursday,Panas,Cerah
12443,2012-06-07,2,1,6,0,4,1,1,0.74,0.6515,0.3,0.0,99,234,333,hourly,15.0,June,Thursday,Panas,Cerah
12444,2012-06-07,2,1,6,0,4,1,1,0.72,0.6515,0.34,0.2239,77,389,466,hourly,16.0,June,Thursday,Panas,Cerah
12445,2012-06-07,2,1,6,0,4,1,1,0.72,0.6515,0.34,0.2537,91,778,869,hourly,17.0,June,Thursday,Panas,Cerah
12446,2012-06-07,2,1,6,0,4,1,1,0.7,0.6364,0.34,0.2836,110,703,813,hourly,18.0,June,Thursday,Panas,Cerah
12447,2012-06-07,2,1,6,0,4,1,1,0.7,0.6364,0.34,0.2836,65,537,602,hourly,19.0,June,Thursday,Panas,Cerah
12448,2012-06-07,2,1,6,0,4,1,1,0.66,0.6212,0.36,0.2985,76,402,478,hourly,20.0,June,Thursday,Panas,Cerah
12449,2012-06-07,2,1,6,0,4,1,1,0.62,0.6212,0.41,0.3284,30,283,313,hourly,21.0,June,Thursday,Panas,Cerah
12450,2012-06-07,2,1,6,0,4,1,1,0.6,0.6212,0.46,0.1642,35,193,228,hourly,22.0,June,Thursday,Panas,Cerah
12451,2012-06-07,2,1,6,0,4,1,1,0.56,0.5303,0.52,0.1343,42,135,177,hourly,23.0,June,Thursday,Panas,Cerah
12452,2012-06-08,2,1,6,0,5,1,1,0.56,0.5303,0.56,0.1642,18,59,77,hourly,0.0,June,Friday,Panas,Cerah
12453,2012-06-08,2,1,6,0,5,1,1,0.56,0.5303,0.56,0.1642,4,25,29,hourly,1.0,June,Friday,Panas,Cerah
12454,2012-06-08,2,1,6,0,5,1,1,0.56,0.5303,0.56,0.0,2,17,19,hourly,2.0,June,Friday,Panas,Cerah
12455,2012-06-08,2,1,6,0,5,1,1,0.54,0.5152,0.6,0.0896,0,8,8,hourly,3.0,June,Friday,Panas,Cerah
12456,2012-06-08,2,1,6,0,5,1,1,0.52,0.5,0.63,0.0,1,9,10,hourly,4.0,June,Friday,Panas,Cerah
12457,2012-06-08,2,1,6,0,5,1,1,0.5,0.4848,0.72,0.1045,1,28,29,hourly,5.0,June,Friday,Panas,Cerah
12458,2012-06-08,2,1,6,0,5,1,1,0.52,0.5,0.68,0.0896,8,131,139,hourly,6.0,June,Friday,Panas,Cerah
12459,2012-06-08,2,1,6,0,5,1,1,0.52,0.5,0.72,0.1045,19,409,428,hourly,7.0,June,Friday,Panas,Cerah
12460,2012-06-08,2,1,6,0,5,1,1,0.58,0.5455,0.6,0.0896,37,663,700,hourly,8.0,June,Friday,Panas,Cerah
12461,2012-06-08,2,1,6,0,5,1,1,0.62,0.6212,0.53,0.1642,47,335,382,hourly,9.0,June,Friday,Panas,Cerah
12462,2012-06-08,2,1,6,0,5,1,1,0.66,0.6212,0.47,0.2537,62,187,249,hourly,10.0,June,Friday,Panas,Cerah
12463,2012-06-08,2,1,6,0,5,1,1,0.7,0.6364,0.42,0.2537,65,199,264,hourly,11.0,June,Friday,Panas,Cerah
12464,2012-06-08,2,1,6,0,5,1,1,0.72,0.6515,0.39,0.3284,89,280,369,hourly,12.0,June,Friday,Panas,Cerah
12465,2012-06-08,2,1,6,0,5,1,1,0.74,0.6515,0.37,0.2537,129,287,416,hourly,13.0,June,Friday,Panas,Cerah
12466,2012-06-08,2,1,6,0,5,1,1,0.76,0.6667,0.31,0.3881,128,245,373,hourly,14.0,June,Friday,Panas,Cerah
12467,2012-06-08,2,1,6,0,5,1,1,0.76,0.6667,0.29,0.2836,98,299,397,hourly,15.0,June,Friday,Panas,Cerah
12468,2012-06-08,2,1,6,0,5,1,1,0.76,0.6667,0.29,0.2985,111,412,523,hourly,16.0,June,Friday,Panas,Cerah
12469,2012-06-08,2,1,6,0,5,1,1,0.76,0.6667,0.29,0.194,114,679,793,hourly,17.0,June,Friday,Panas,Cerah
12470,2012-06-08,2,1,6,0,5,1,1,0.76,0.6667,0.27,0.2239,147,576,723,hourly,18.0,June,Friday,Panas,Cerah
12471,2012-06-08,2,1,6,0,5,1,1,0.74,0.6515,0.3,0.2239,95,460,555,hourly,19.0,June,Friday,Panas,Cerah
12472,2012-06-08,2,1,6,0,5,1,1,0.72,0.6515,0.32,0.1343,117,291,408,hourly,20.0,June,Friday,Panas,Cerah
12473,2012-06-08,2,1,6,0,5,1,1,0.7,0.6364,0.37,0.1343,83,256,339,hourly,21.0,June,Friday,Panas,Cerah
12474,2012-06-08,2,1,6,0,5,1,1,0.68,0.6364,0.41,0.1045,61,230,291,hourly,22.0,June,Friday,Panas,Cerah
12475,2012-06-08,2,1,6,0,5,1,1,0.64,0.6212,0.57,0.1642,52,163,215,hourly,23.0,June,Friday,Panas,Cerah
12476,2012-06-09,2,1,6,0,6,0,1,0.64,0.6212,0.53,0.1045,54,152,206,hourly,0.0,June,Saturday,Panas,Cerah
12477,2012-06-09,2,1,6,0,6,0,1,0.64,0.6212,0.53,0.0896,34,89,123,hourly,1.0,June,Saturday,Panas,Cerah
12478,2012-06-09,2,1,6,0,6,0,1,0.64,0.6212,0.5,0.2239,21,68,89,hourly,2.0,June,Saturday,Panas,Cerah
12479,2012-06-09,2,1,6,0,6,0,1,0.62,0.6212,0.57,0.0,12,28,40,hourly,3.0,June,Saturday,Panas,Cerah
12480,2012-06-09,2,1,6,0,6,0,1,0.62,0.6212,0.57,0.0,2,6,8,hourly,4.0,June,Saturday,Panas,Cerah
12481,2012-06-09,2,1,6,0,6,0,1,0.6,0.6212,0.56,0.1045,4,15,19,hourly,5.0,June,Saturday,Panas,Cerah
12482,2012-06-09,2,1,6,0,6,0,1,0.56,0.5303,0.64,0.1045,17,63,80,hourly,6.0,June,Saturday,Panas,Cerah
12483,2012-06-09,2,1,6,0,6,0,1,0.58,0.5455,0.64,0.1045,26,61,87,hourly,7.0,June,Saturday,Panas,Cerah
12484,2012-06-09,2,1,6,0,6,0,1,0.62,0.6061,0.61,0.1045,42,202,244,hourly,8.0,June,Saturday,Panas,Cerah
12485,2012-06-09,2,1,6,0,6,0,1,0.64,0.6212,0.57,0.1642,99,241,340,hourly,9.0,June,Saturday,Panas,Cerah
12486,2012-06-09,2,1,6,0,6,0,1,0.7,0.6515,0.51,0.1045,168,298,466,hourly,10.0,June,Saturday,Panas,Cerah
12487,2012-06-09,2,1,6,0,6,0,1,0.76,0.6667,0.35,0.0,218,351,569,hourly,11.0,June,Saturday,Panas,Cerah
12488,2012-06-09,2,1,6,0,6,0,1,0.8,0.697,0.29,0.2537,196,335,531,hourly,12.0,June,Saturday,Panas,Cerah
12489,2012-06-09,2,1,6,0,6,0,1,0.82,0.697,0.24,0.2836,236,349,585,hourly,13.0,June,Saturday,Panas,Cerah
12490,2012-06-09,2,1,6,0,6,0,1,0.82,0.697,0.23,0.194,239,354,593,hourly,14.0,June,Saturday,Panas,Cerah
12491,2012-06-09,2,1,6,0,6,0,1,0.84,0.7121,0.2,0.2985,218,337,555,hourly,15.0,June,Saturday,Panas,Cerah
12492,2012-06-09,2,1,6,0,6,0,1,0.82,0.697,0.24,0.194,219,315,534,hourly,16.0,June,Saturday,Panas,Cerah
12493,2012-06-09,2,1,6,0,6,0,1,0.84,0.7121,0.24,0.0,238,257,495,hourly,17.0,June,Saturday,Panas,Cerah
12494,2012-06-09,2,1,6,0,6,0,1,0.82,0.697,0.24,0.2239,175,276,451,hourly,18.0,June,Saturday,Panas,Cerah
12495,2012-06-09,2,1,6,0,6,0,1,0.8,0.697,0.29,0.1642,128,232,360,hourly,19.0,June,Saturday,Panas,Cerah
12496,2012-06-09,2,1,6,0,6,0,1,0.76,0.6667,0.35,0.2239,125,238,363,hourly,20.0,June,Saturday,Panas,Cerah
12497,2012-06-09,2,1,6,0,6,0,1,0.74,0.6515,0.4,0.194,105,211,316,hourly,21.0,June,Saturday,Panas,Cerah
12498,2012-06-09,2,1,6,0,6,0,1,0.7,0.6515,0.58,0.1642,63,151,214,hourly,22.0,June,Saturday,Panas,Cerah
12499,2012-06-09,2,1,6,0,6,0,1,0.68,0.6364,0.61,0.1642,69,161,230,hourly,23.0,June,Saturday,Panas,Cerah
12500,2012-06-10,2,1,6,0,0,0,1,0.66,0.6212,0.69,0.1045,33,125,158,hourly,0.0,June,Sunday,Panas,Cerah
12501,2012-06-10,2,1,6,0,0,0,1,0.64,0.6061,0.73,0.1343,32,84,116,hourly,1.0,June,Sunday,Panas,Cerah
12502,2012-06-10,2,1,6,0,0,0,1,0.64,0.6061,0.69,0.1343,17,56,73,hourly,2.0,June,Sunday,Panas,Cerah
12503,2012-06-10,2,1,6,0,0,0,1,0.64,0.6061,0.73,0.1045,6,23,29,hourly,3.0,June,Sunday,Panas,Cerah
12504,2012-06-10,2,1,6,0,0,0,1,0.62,0.5909,0.78,0.0896,1,9,10,hourly,4.0,June,Sunday,Panas,Cerah
12505,2012-06-10,2,1,6,0,0,0,1,0.62,0.6061,0.69,0.0896,3,10,13,hourly,5.0,June,Sunday,Panas,Cerah
12506,2012-06-10,2,1,6,0,0,0,1,0.62,0.5909,0.73,0.0,3,27,30,hourly,6.0,June,Sunday,Panas,Cerah
12507,2012-06-10,2,1,6,0,0,0,1,0.6,0.5758,0.78,0.1045,21,41,62,hourly,7.0,June,Sunday,Panas,Cerah
12508,2012-06-10,2,1,6,0,0,0,1,0.64,0.6061,0.73,0.0896,59,122,181,hourly,8.0,June,Sunday,Panas,Cerah
12509,2012-06-10,2,1,6,0,0,0,1,0.7,0.6515,0.58,0.0,91,175,266,hourly,9.0,June,Sunday,Panas,Cerah
12510,2012-06-10,2,1,6,0,0,0,1,0.76,0.6818,0.4,0.1045,148,265,413,hourly,10.0,June,Sunday,Panas,Cerah
12511,2012-06-10,2,1,6,0,0,0,1,0.76,0.6818,0.45,0.0896,184,315,499,hourly,11.0,June,Sunday,Panas,Cerah
12512,2012-06-10,2,1,6,0,0,0,1,0.82,0.7121,0.3,0.0,173,329,502,hourly,12.0,June,Sunday,Panas,Cerah
12513,2012-06-10,2,1,6,0,0,0,1,0.84,0.7273,0.28,0.1343,204,288,492,hourly,13.0,June,Sunday,Panas,Cerah
12514,2012-06-10,2,1,6,0,0,0,1,0.84,0.7273,0.3,0.1343,186,314,500,hourly,14.0,June,Sunday,Panas,Cerah
12515,2012-06-10,2,1,6,0,0,0,1,0.84,0.7273,0.3,0.2239,159,316,475,hourly,15.0,June,Sunday,Panas,Cerah
12516,2012-06-10,2,1,6,0,0,0,1,0.84,0.7424,0.36,0.2836,173,335,508,hourly,16.0,June,Sunday,Panas,Cerah
12517,2012-06-10,2,1,6,0,0,0,1,0.82,0.7424,0.41,0.2836,184,337,521,hourly,17.0,June,Sunday,Panas,Cerah
12518,2012-06-10,2,1,6,0,0,0,1,0.82,0.7273,0.38,0.2239,164,326,490,hourly,18.0,June,Sunday,Panas,Cerah
12519,2012-06-10,2,1,6,0,0,0,1,0.82,0.7121,0.28,0.2836,115,260,375,hourly,19.0,June,Sunday,Panas,Cerah
12520,2012-06-10,2,1,6,0,0,0,1,0.76,0.6818,0.48,0.1642,113,250,363,hourly,20.0,June,Sunday,Panas,Cerah
12521,2012-06-10,2,1,6,0,0,0,1,0.72,0.6818,0.62,0.1642,83,170,253,hourly,21.0,June,Sunday,Panas,Cerah
12522,2012-06-10,2,1,6,0,0,0,1,0.7,0.6515,0.65,0.1642,42,117,159,hourly,22.0,June,Sunday,Panas,Cerah
12523,2012-06-10,2,1,6,0,0,0,1,0.72,0.6667,0.58,0.1045,30,80,110,hourly,23.0,June,Sunday,Panas,Cerah
12524,2012-06-11,2,1,6,0,1,1,1,0.7,0.6515,0.65,0.1045,8,33,41,hourly,0.0,June,Monday,Panas,Cerah
12525,2012-06-11,2,1,6,0,1,1,1,0.66,0.6212,0.74,0.1642,9,15,24,hourly,1.0,June,Monday,Panas,Cerah
12526,2012-06-11,2,1,6,0,1,1,1,0.66,0.6212,0.74,0.1045,5,12,17,hourly,2.0,June,Monday,Panas,Cerah
12527,2012-06-11,2,1,6,0,1,1,1,0.64,0.5909,0.78,0.1045,2,4,6,hourly,3.0,June,Monday,Panas,Cerah
12528,2012-06-11,2,1,6,0,1,1,1,0.64,0.5909,0.78,0.1343,0,7,7,hourly,4.0,June,Monday,Panas,Cerah
12529,2012-06-11,2,1,6,0,1,1,1,0.64,0.5909,0.78,0.1343,1,36,37,hourly,5.0,June,Monday,Panas,Cerah
12530,2012-06-11,2,1,6,0,1,1,1,0.62,0.5758,0.83,0.1045,8,136,144,hourly,6.0,June,Monday,Panas,Cerah
12531,2012-06-11,2,1,6,0,1,1,1,0.64,0.5909,0.78,0.1045,25,478,503,hourly,7.0,June,Monday,Panas,Cerah
12532,2012-06-11,2,1,6,0,1,1,1,0.66,0.6212,0.74,0.1343,38,613,651,hourly,8.0,June,Monday,Panas,Cerah
12533,2012-06-11,2,1,6,0,1,1,1,0.7,0.6515,0.65,0.1343,57,259,316,hourly,9.0,June,Monday,Panas,Cerah
12534,2012-06-11,2,1,6,0,1,1,1,0.72,0.6818,0.62,0.1642,52,95,147,hourly,10.0,June,Monday,Panas,Cerah
12535,2012-06-11,2,1,6,0,1,1,2,0.76,0.6818,0.48,0.2239,59,143,202,hourly,11.0,June,Monday,Panas,Berkabut/Berawan
